Affected_data_volume;Criminal_investigation_exception;Date;company_industry;country;country_security_exception;data_category_Basic_personal_data;data_category_Children_data;data_category_Criminal_data;data_category_Financial_location_data;data_category_Special_category_data;data_processing_basis_Consent;data_processing_basis_Legal_obligation;data_processing_basis_Legitimate_interest;data_processing_basis_Performance_of_public_task;data_processing_basis_Protection_of_vital_interests;data_processing_basis_contract_performance;fine_amount;free_speech_exception;gdpr_clause;gdpr_conflict;violation_nature_Breach_of_Data_processing_principle;violation_nature_Breach_of_data_security;violation_nature_Violation_of_Data_processing_obligation;violation_nature_Violation_of_data_subject_rights;violation_result
unspecific;1;2022;Public sector;Belgium;0;1;0;1;0;0;0;1;0;1;0;0;0;0;Article 55.3;No conflict;0;0;0;0;0
unspecific;0;2024;Social Media;Austria;0;0;0;0;1;0;1;0;1;0;0;0;0;0;Article 4(11), Article 7(3), Article 58(2)(d);No conflict;1;0;1;1;1
unspecific;0;2020;Marketing;Spain;0;1;0;0;0;0;1;0;1;0;0;1;0;0;Article 7;No conflict;1;0;0;1;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;0;40000;0;Article 5.1.f) and Article 32;No conflict;1;1;0;0;1
unspecific;0;2020;Marketing;Spain;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 13;No conflict;1;0;0;1;1
unspecific;0;2018;Education;Spain;0;1;0;0;0;0;1;0;0;0;0;1;0;0;Article 17;No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 5.1.a);No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;1;0;1;0;0;0;0;0;5500;0;Article 6.1;yes;1;0;0;1;1
unspecific;0;2022;Public sector;Belgium;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 9.2;No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;3000;0;Article 22.2 of the LSSI;No conflict;1;0;0;0;1
unspecific;0;2022;Public sector;Spain;0;1;0;0;0;0;1;0;0;0;0;0;200;0;Article 6;No conflict;1;0;0;1;1
unspecific;0;2021;Medical;Belgium;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 32(1), (2) and (4);No conflict;1;1;1;0;1
unspecific;0;2024;Insurance;Finland;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 9;No conflict;0;0;1;0;1
unspecific;0;2022;Marketing;Belgium;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 6.1 f;No conflict;0;0;0;0;0
143;0;2024;Insurance;Spain;0;1;0;0;1;0;0;0;0;0;0;0;80000;0;Article 32;No conflict;0;1;0;0;1
unspecific;0;2021;Social Media;Spain;0;0;0;0;0;0;1;0;1;0;0;0;1200;0;Article 22.2 of the LSSI;No conflict;1;0;0;0;1
unspecific;0;2021;Education;Spain;0;0;1;0;0;0;1;0;0;0;0;0;9000;0;Article 6.1, Article 17;yes;1;0;0;1;1
unspecific;0;2019;Social Media;France;0;1;0;0;0;0;1;0;1;0;0;1;910000;0;Art 5, Art 6, Art 13;No conflict;1;0;0;0;1
unspecific;0;2020;Education;Spain;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Article 13;No conflict;0;0;0;1;1
unspecific;0;2018;Retail;Austria;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Article 15, Article 12(5)(a), Article 12(5)(b);No conflict;0;0;0;1;1
unspecific;0;2019;Social Media;Austria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 4 lines 1, 2 and 5, Article 11 paragraphs 1 and 2, Article 12 paragraph 2, Article 17 paragraph 1, Article 58 paragraph 2 lit. c;No conflict;0;0;0;1;1
unspecific;0;2019;Public sector;Austria;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 4 no. 2;No conflict;0;0;0;0;0
unspecific;0;2019;Insurance;Austria;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 15(1)(b);No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5.1.f);No conflict;1;1;0;0;1
unspecific;0;2021;Public sector;Belgium;0;1;0;0;0;0;1;0;1;1;0;0;0;0;Article 5, Article 6, Article 12, Article 13, Article 14, Article 30, Article 31, Article 37, Article 38, Article 44, Article 49;No conflict;1;0;1;1;0
unspecific;0;2021;Public sector;Austria;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Article 5(1)(b), Article 5(1)(e), Article 9(1), Article 9(2)(j), Article 17(3)(d), Article 21(6), Article 89(1), Article 89(3);No conflict;0;0;0;0;0
unspecific;0;2021;Leisure;Belgium;0;1;0;0;0;0;0;0;1;0;0;1;0;0;Article 6(1)(b);No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;3000;0;Article 22.2;No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;6000;0;Article 6.1.b);No conflict;0;0;0;1;1
unspecific;0;2020;Human resources;Spain;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Article 13;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Article 13;No conflict;0;0;0;1;1
unspecific;0;2023;Medical;Finland;0;1;0;0;0;1;0;1;0;0;0;0;0;0;Article 32;No conflict;1;1;0;0;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2021;Public sector;Belgium;0;1;0;0;0;0;1;0;0;1;0;0;0;0;Article 5.1 b), Article 6.1 a);No conflict;1;0;0;0;1
unspecific;0;2023;Social Media;Austria;0;1;0;0;0;0;0;0;1;0;0;0;0;1;Article 17(3)(a);No conflict;0;0;0;0;0
unspecific;0;2023;Marketing;Austria;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 3, Article 4 Z 11, Article 7, Article 51 Para. 1, Article 12 Para. 3, Article 17, Article 19, Article 57 Para. 1 lit. d and lit. f, Article 58 Para. 2, Article 77 Para. 1;No conflict;1;0;1;1;1
unspecific;0;2019;Social Media;Austria;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Article 32;No conflict;1;1;1;1;1
unspecific;0;2024;Social Media;Austria;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 15, Article 4(7), Article 12(1), Article 12(4), Article 26, Article 51(1), Article 57(1), Article 58(2), Article 77(1), Article 80(1);yes;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;1;0;0;0;1;0;1;0;0;Article 13;No conflict;1;0;0;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;50000;0;Article 6.1;No conflict;0;0;0;1;1
unspecific;0;2022;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;1800;0;Article 6(1);No conflict;1;0;1;1;1
3330563;0;2024;Retail;Finland;0;1;1;0;1;0;0;0;0;0;0;1;950000;0;Article 5(1)(f) GDPR, Article 25(1) GDPR, Article 25(2) GDPR, Article 32(1) GDPR, Article 32(2) GDPR;No conflict;1;1;1;0;1
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 12;No conflict;0;0;0;1;1
140;0;2020;Public sector;Spain;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 5.1 a);No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;45000;0;Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2022;Retail;Belgium;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;1;0;1;1;1
unspecific;0;2020;Leisure;Spain;0;1;0;0;0;1;1;0;1;0;0;0;3000;0;Article 13;No conflict;1;0;0;1;1
unspecific;0;2022;Retail;Belgium;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 15.1 and 15.3;No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;Belgium;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 5.1.f, Article 5.1.a, Article 12.1, Article 12.2, Article 12.6, Article 13.1, Article 13.2, Article 14.1, Article 14.2, Article 5.2, Article 24.1, Article 25.1, Article 25.2, Article 30.1, Article 38.1, Article 38.3, Article 39.1;No conflict;1;1;1;1;1
187;0;2024;Public sector;Austria;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;0
33290;0;2024;Marketing;Austria;0;1;0;0;0;0;0;0;1;0;0;0;550000;0;Article 12(2) GDPR;No conflict;1;0;0;1;1
unspecific;0;2021;Marketing;Belgium;0;0;0;0;0;0;0;0;1;0;0;0;10000;0;Article 12(3) GDPR, Article 14 GDPR, Article 15 GDPR, Article 17(1) GDPR, Article 21(2) GDPR, Article 24 GDPR;No conflict;1;0;1;1;1
unspecific;0;2022;Retail;Belgium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 17.1 GDPR;No conflict;0;0;0;1;1
unspecific;0;2023;Social Media;Austria;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 44;No conflict;1;0;0;0;1
unspecific;0;2022;Individual;Belgium;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 5(1)(a), Article 5(1)(b), Article 5(1)(c), Article 5(2), Article 6(1)(f), Article 24(1);No conflict;1;0;1;0;1
335000;1;2023;Security Service;Malta;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 15(1) GDPR, Article 15(3) GDPR;yes;1;1;1;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;9000;0;Article 5(1)(d);No conflict;1;0;0;0;1
unspecific;0;2022;Public sector;Belgium;0;1;1;0;0;0;0;0;0;0;0;0;0;0;Article 16;No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;20000;0;Article 6.1;No conflict;1;0;0;0;1
unspecific;0;2021;Social Media;Ireland;0;1;0;0;0;0;0;0;1;0;0;0;225000000;0;Art 14, Art 13, Art 12, Art 5;No conflict;1;0;1;1;1
unspecific;0;2021;Retail;Belgium;0;0;0;0;1;0;0;0;1;0;0;0;75000;0;Article 38.6;yes;0;0;1;1;1
unspecific;0;2022;Public sector;Belgium;0;1;0;0;0;0;0;0;1;0;0;0;0;1;Article 17;No conflict;0;0;0;1;0
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;0;1;0;0;0;0;0;5000;0;Article 6.1.a;yes;0;0;0;1;1
unspecific;0;2020;Marketing;Spain;0;0;0;0;0;0;0;0;1;0;0;0;1500;0;Article 21.1 of the ISESA;No conflict;0;0;0;1;1
unspecific;0;2022;Public sector;Belgium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 5.1.f);No conflict;1;0;0;0;1
195;0;2023;Education;Belgium;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 6.1.f;No conflict;1;0;0;0;1
unspecific;0;2019;Public sector;Spain;0;0;0;1;0;1;0;0;0;0;0;0;0;0;Article 7.3 of Organic Law 15/1999;No conflict;0;0;0;1;1
unspecific;0;2020;Marketing;Spain;0;0;0;0;0;0;0;0;1;0;0;0;600;0;Article 21 LSSI;No conflict;0;0;0;1;1
unspecific;0;2022;Public sector;Belgium;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 28(2) and (3) GDPR;No conflict;0;0;1;0;1
unspecific;0;2020;Leisure;Spain;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;Article 5.1.c), Article 13;No conflict;1;0;0;0;1
unspecific;0;2021;Leisure;Spain;0;1;0;0;0;0;0;0;0;0;0;1;4200;0;Article 28.3;No conflict;1;0;1;0;1
220;0;2020;Medical;Spain;0;1;1;0;1;1;0;0;0;0;0;0;0;0;Article 33;No conflict;0;1;0;1;1
unspecific;0;2023;Retail;Belgium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 5.1 c) GDPR;No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;0;1;0;0;0;0;3000;0;Article 58.1;No conflict;0;0;1;0;1
unspecific;0;2022;Social Media;Belgium;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 17.1;No conflict;1;0;1;1;1
unspecific;0;2023;Social Media;Belgium;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 6.1.a. GDPR;No conflict;1;0;0;1;1
unspecific;0;2022;Retail;Belgium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15 GDPR, Article 17 GDPR;No conflict;0;0;0;1;1
unspecific;0;2021;Marketing;Spain;0;0;0;0;0;0;1;0;0;0;0;0;15000;0;Article 17.1;No conflict;0;0;0;1;1
unspecific;0;2024;Public sector;Belgium;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 17;No conflict;1;0;1;1;1
unspecific;0;2023;Social Media;Belgium;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(3) ePrivacy Directive, Article 83(1) Regulation (EU) 2016/679, Article 10(2)(2) Act of 30 July 2018, Article 95 Belgian Law establishing the national data protection authority (LCA);No conflict;0;0;0;0;0
unspecific;0;2023;Public sector;Belgium;0;1;1;0;0;0;0;0;0;1;0;0;0;0;Article 5.1.f), Article 5.2, Article 24.1, Article 25.1, Article 32.1, Article 32.2, Article 35.1, Article 35.2, Article 35.3, Article 35.7, Article 38.1, Article 39;No conflict;1;1;1;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;1;0;0;0;0;0;45000;0;Article 6;No conflict;1;0;0;1;1
unspecific;0;2022;Public sector;Belgium;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 6.1, Article 5.1.a), Article 5.1.b), Article 5.1.c), Article 12.1, Article 13, Article 14, Article 21, Article 25;No conflict;1;0;1;1;1
unspecific;0;2020;Leisure;Spain;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 6.1 and 7 of the GDPR;No conflict;1;0;0;1;1
unspecific;0;2022;Retail;Belgium;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 17.1, Article 21.1;No conflict;1;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;1;0;0;0;0;0;0;0;0;0;1;300;0;Article 5.1.f);No conflict;1;0;0;0;1
400;0;2019;Human resources;Spain;0;1;0;0;0;0;0;0;0;0;0;0;3000;0;Article 5.1(f);No conflict;1;0;0;0;1
58000;0;2022;Public sector;Hungary;0;1;0;0;0;1;1;0;0;0;0;0;7800;0;Article 6(1), Article 9(1), Article 5(1)(a), Article 5(1)(b), Article 5(2), Article 13(1)-(2);yes;1;0;1;1;1
unspecific;0;2021;Social Media;Austria;0;0;0;0;0;0;0;0;1;0;0;0;0;1;Article 17(1)(d);No conflict;0;0;0;1;1
unspecific;0;2022;Security Service;Austria;0;1;0;0;1;0;0;1;1;0;0;0;0;0;Article 6(1)(f), Article 16, Article 17, Article 18, Article 21;No conflict;1;0;0;1;0
unspecific;0;2024;Retail;Austria;0;0;0;0;0;0;0;0;1;0;0;0;750;0;Article 5(1)(a), Article 5(1)(c), Article 6(1)(f), Article 12, Article 13;No conflict;1;0;1;0;1
600;0;2023;Retail;Austria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 77 GDPR;No conflict;0;0;0;0;0
unspecific;0;2022;Insurance;Austria;0;1;0;0;1;1;0;0;0;0;0;1;0;0;Article 15 GDPR;No conflict;0;0;0;1;0
unspecific;0;2022;Public sector;Austria;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Article 57(4);No conflict;0;0;0;0;0
unspecific;0;2022;Retail;Austria;0;0;0;0;0;0;1;0;0;0;0;0;8000000;0;Article 83(5)(a);yes;0;0;1;0;1
unspecific;0;2022;Public sector;Austria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 1 or Article 2, first indent;No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;1;1200;0;Article 13;No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Spain;0;0;0;1;0;0;0;0;0;0;0;0;2000;0;Article 5.1.f;No conflict;1;0;0;0;1
1500000;0;2021;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;0;600000;0;Article 32.1, Article 33;No conflict;1;1;1;1;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;1600;0;Article 13;No conflict;0;0;1;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;0;0;1;0;0;0;0;0;45000;0;Article 6;No conflict;1;0;0;0;1
unspecific;0;2022;Retail;Hungary;0;1;0;0;0;0;1;0;0;0;0;0;13000;0;Article 17(1)(b), Article 5(2), Article 6(1), Article 12(2);No conflict;1;0;1;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;0;75000;0;Article 6;No conflict;1;0;0;0;1
unspecific;0;2021;Public sector;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;3000;0;Article 32, Article 13;No conflict;1;1;1;0;1
unspecific;0;2019;Social Media;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 17;No conflict;0;0;0;1;1
36;0;2020;Public sector;Spain;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5.1.f), Article 25, Article 32, Article 34;No conflict;1;1;1;0;1
unspecific;0;2019;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;12000;0;Article 5.1.f);No conflict;1;0;0;0;1
unspecific;0;2022;Leisure;Belgium;0;0;0;0;0;0;0;0;1;0;0;0;0;1;Article 5, Article 6, Article 12, Article 17, Article 24, Article 25, Article 38, Article 39;No conflict;0;0;0;0;1
unspecific;0;Not specified;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;0;96000;0;Article 6.1, Article 17.1;No conflict;1;0;0;1;1
unspecific;0;2020;Security Service;Spain;0;1;0;0;0;0;0;0;0;0;0;0;1800;0;Article 5(1)(f);No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;56000;0;Article 6.1;No conflict;1;0;0;0;1
unspecific;0;2020;Leisure;Spain;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;Article 58.2;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 5.1.f);No conflict;1;0;0;0;1
unspecific;0;2021;Leisure;Spain;0;0;0;0;0;0;0;0;0;0;0;0;1600;0;Article 5.1.c);No conflict;1;0;0;0;1
unspecific;0;2022;Public sector;Spain;0;0;0;1;0;0;0;0;0;0;0;0;30000;1;Article 5.1.c);No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;0;40000;0;Article 6.1;No conflict;1;0;0;0;1
unspecific;1;2020;Public sector;Spain;0;1;0;1;0;0;0;1;1;0;0;0;1600;0;Article 6;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Czech Republic;0;0;0;0;0;0;0;0;0;0;0;0;1995;0;Article 6(1), Article 5(1)(f), Article 12(3), Article 12(2), Article 14;No conflict;1;0;1;1;1
1462;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;1;0;0;1;200000;0;Article 5.1.b), Article 5.1.c), Article 6.1.b);yes;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;45000;0;Article 6;No conflict;1;0;0;0;1
unspecific;0;2019;Security Service;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 5.1(c);No conflict;1;0;0;0;1
unspecific;0;2021;Public sector;Netherlands;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 40 paragraph 2 sub c Wna;No conflict;0;0;0;0;0
unspecific;0;2021;Retail;Netherlands;0;1;0;0;1;0;0;0;0;0;0;0;fine_amount;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Retail;Netherlands;0;1;1;0;1;0;0;1;0;0;0;0;0;0;Article 6(1)(c);No conflict;0;0;0;0;0
unspecific;0;2022;Social Media;Netherlands;0;1;0;1;0;0;0;0;1;0;0;0;0;1;Article 6 GDPR;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Netherlands;0;1;0;0;0;0;0;1;0;0;0;0;6000;0;Article 23 GDPR;No conflict;0;0;0;1;0
unspecific;0;2022;Public sector;Netherlands;0;0;1;0;0;0;0;1;0;1;0;0;0;0;Article 17(3)(b) and (c) of the GDPR;No conflict;0;0;0;1;1
unspecific;0;2024;Social Media;Netherlands;0;0;0;0;0;0;0;0;0;0;0;0;200000;1;Article 15 GDPR;No conflict;0;0;0;1;1
unspecific;0;2020;Retail;Netherlands;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Article 6.1(f);No conflict;0;0;0;0;0
unspecific;0;2021;Education;Netherlands;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 6(1)(e);No conflict;0;0;0;0;0
unspecific;0;2020;Leisure;Spain;0;1;0;0;0;0;0;0;1;0;0;0;6300;1;Article 6;No conflict;1;0;0;0;1
unspecific;0;2022;Human resources;Netherlands;0;0;0;1;1;0;0;0;1;0;0;0;0;0;Not specified;No conflict;0;0;0;0;0
unspecific;0;2021;Social Media;Spain;0;0;0;0;0;0;1;0;0;0;0;0;10000;0;Article 6.1;yes;1;0;0;1;1
unspecific;0;2020;Human resources;Netherlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Not specified;No conflict;0;0;0;0;0
unspecific;0;2022;Retail;Netherlands;0;1;0;0;1;0;0;0;0;0;0;1;9933;0;Article 15(1), Article 20(1), Article 22(1);No conflict;1;0;0;1;1
unspecific;0;2019;Retail;Netherlands;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Article 6.1(c);No conflict;0;0;0;0;0
unspecific;0;2021;Social Media;Netherlands;0;0;0;0;0;0;0;0;1;0;0;0;8125000;1;Article 6(1)(f), Article 17(1), Article 21(1);No conflict;0;0;0;0;0
unspecific;0;2020;Social Media;Netherlands;0;0;0;0;0;0;0;0;1;0;0;0;0;1;Article 17 GDPR;No conflict;0;0;0;0;0
unspecific;0;2019;Leisure;Netherlands;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 6;yes;0;0;0;1;1
unspecific;0;2019;Public sector;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 5.1.f);No conflict;1;1;0;0;1
unspecific;0;2021;Insurance;Netherlands;0;1;0;0;1;0;0;1;1;0;0;0;25000000;0;Article 6(1)(f);No conflict;0;0;0;1;1
unspecific;0;2020;Retail;Netherlands;0;1;0;0;1;0;0;0;0;0;0;0;25000;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Netherlands;0;1;1;0;0;0;0;0;1;0;0;0;0;0;Article 6(1)(f);No conflict;0;0;0;0;1
unspecific;0;2019;Retail;Netherlands;0;1;1;0;1;0;0;1;1;0;0;0;10000;0;Article 21;No conflict;0;0;0;1;1
unspecific;0;2022;Security Service;Netherlands;0;0;0;1;0;0;0;1;0;0;0;0;50000;0;Article 10;No conflict;0;0;1;0;1
unspecific;0;2020;Retail;Netherlands;0;0;0;0;1;0;0;1;1;0;0;0;0;0;"Article 6 paragraph 1 under f AVG; art. 6 paragraph 1 under c AVG; art. 21.1 AVG";No conflict;0;0;0;1;1
unspecific;0;2024;Retail;Netherlands;0;1;0;0;1;0;0;1;0;0;0;1;0;0;Article 6 paragraph 1 under c;No conflict;0;0;0;0;0
unspecific;0;2020;Retail;Netherlands;0;0;0;0;1;0;0;1;1;0;0;0;0;0;Article 21;No conflict;0;0;0;1;1
8266;0;2020;Public sector;Spain;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 14;No conflict;0;0;0;1;1
unspecific;0;2021;Individual;Spain;0;0;1;0;0;0;0;0;0;0;0;0;10000000;0;Article 6.1;No conflict;1;0;0;0;1
unspecific;0;2020;Medical;Spain;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 6;No conflict;1;0;0;0;1
300;0;2023;Public sector;Finland;0;1;0;0;0;0;0;0;0;0;0;1;6000;0;Article 6(1)(b);No conflict;1;0;0;1;1
unspecific;0;2019;Marketing;Spain;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 48(1)(b);No conflict;0;0;0;1;1
unspecific;0;2021;Leisure;Spain;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Article 6;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Austria;0;1;0;0;0;0;0;1;1;0;0;0;0;0;Article 5(1)(c);No conflict;1;0;0;1;1
unspecific;0;2024;Public sector;Austria;0;1;1;0;0;0;0;1;0;1;0;0;0;0;Article 15;No conflict;0;0;0;1;0
unspecific;0;2020;Security Service;Austria;0;1;0;0;1;0;0;0;1;0;0;0;0;0;Article 6(1)(f);No conflict;1;0;0;1;0
unspecific;0;2021;Marketing;Austria;0;0;0;0;0;0;0;0;0;0;0;0;25500;0;Article 15(1)(c);No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Austria;0;1;0;0;0;0;0;0;1;1;0;0;0;0;Article 2, Article 55, Article 77;yes;1;0;0;1;1
unspecific;0;2023;Public sector;Austria;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 55(3);No conflict;1;0;0;1;1
unspecific;0;2021;Public sector;Austria;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 15(1)(h), Article 22(1);No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Austria;0;0;0;0;0;1;0;0;0;0;0;0;550;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2018;Public sector;Austria;0;1;0;0;0;0;0;1;1;1;0;0;1750000;0;Article 6(1)(c), Article 6(1)(e), Article 6(1)(f), Article 28;No conflict;0;0;0;1;0
unspecific;0;2023;Leisure;Austria;0;0;0;0;0;0;0;0;0;0;0;1;2500;0;Article 20 GDPR;No conflict;0;0;0;1;0
unspecific;0;2019;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 32;No conflict;1;1;0;0;1
unspecific;0;2019;Education;Austria;0;1;1;0;0;0;0;0;1;0;0;0;0;1;Article 6 para. 1 lit. f GDPR;No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Austria;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 15 DSGVO;No conflict;0;0;0;1;1
unspecific;0;2023;Marketing;Austria;0;0;0;0;0;0;0;0;1;0;0;0;304500;0;Article 15(1)(c) GDPR, Article 12 GDPR, Article 77 GDPR;yes;1;0;1;1;1
unspecific;0;2023;Leisure;Austria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15, Article 56, Article 60, Article 65;No conflict;0;0;0;1;1
unspecific;0;2021;Social Media;Austria;0;0;0;0;0;1;0;0;1;0;0;0;0;1;Article 5(1)(a), Article 5(1)(c), Article 6(1)(f);yes;1;0;0;1;1
unspecific;0;2023;Security Service;Austria;0;1;0;0;1;0;0;0;0;0;0;0;1000000;0;Article 15(3), Article 12(1);No conflict;1;0;0;1;1
unspecific;0;2020;Insurance;Austria;0;1;1;0;0;0;0;1;0;1;0;0;7000;0;Article 6(1)(c) and (e);No conflict;0;0;0;0;0
unspecific;0;2022;Marketing;Austria;0;0;0;0;0;1;0;0;1;0;0;0;15000;0;Article 15(1)(c), Article 12;yes;1;0;0;1;1
